,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Has Alley,Has Pool,Has Fence,Has Misc Feature,Mas Vnr Type_Encoding,Has Bsmt,Encoded Bsmt Qual,Bsmt Cond Encode,Bsmt Exposure Encode,BsmtFin Type 1 Encode,BsmtFin Type 2 Encode,Has Garage,Garage Type Encode,Has FirePlace,Fireplace Qu Encode,Garage cond,Bsmt Qual Encoded,Mas Vnr Type Encode
2431,60,RL,68.0,7861,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,457.0,0.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,1.0,0.0,2,1,3,1,Gd,7,Typ,1,2002.0,2.0,393.0,Y,100,75,0,0,0,0,0,6,2006,WD ,Normal,183200,0,0,0,0,3,1,2,5,3,2,6,1,1,1,2,,2,3
2432,60,RL,74.0,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,707.0,GasA,Ex,Y,SBrkr,707,707,0,1414,0.0,0.0,2,1,3,1,Gd,6,Typ,1,2004.0,2.0,403.0,Y,100,35,0,0,0,0,0,10,2006,WD ,Normal,178000,0,0,0,0,3,1,0,2,0,6,6,1,1,1,2,,0,3
2433,60,RL,59.0,9171,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,848.0,GasA,Ex,Y,SBrkr,848,750,0,1598,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2004.0,2.0,433.0,Y,100,48,0,0,0,0,0,7,2006,WD ,Normal,201490,0,0,0,0,3,1,2,5,0,6,6,1,1,1,2,,2,3
2434,60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,0.0,0.0,1406.0,GasA,Ex,Y,SBrkr,1454,482,0,1936,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2000.0,2.0,504.0,Y,188,124,0,0,0,0,0,11,2006,WD ,Normal,230500,0,0,0,0,1,1,2,5,3,6,6,1,1,1,5,,2,1
2435,60,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2003.0,2.0,393.0,Y,0,75,0,0,0,0,0,7,2006,WD ,Normal,180000,0,0,0,0,3,1,2,5,3,6,6,1,1,1,2,,2,3
2436,60,RL,68.0,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,953.0,GasA,Ex,Y,SBrkr,953,711,0,1664,0.0,0.0,2,1,3,1,TA,7,Typ,1,2000.0,2.0,460.0,Y,100,40,0,0,0,0,0,1,2006,WD ,Normal,172400,0,0,0,0,3,1,2,5,3,6,6,1,1,1,5,,2,3
2437,60,RL,68.0,8658,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,732.0,0.0,982.0,GasA,Ex,Y,SBrkr,1008,881,0,1889,0.0,0.0,2,1,3,1,TA,9,Typ,1,2000.0,2.0,431.0,Y,0,0,0,0,0,0,0,4,2006,WD ,Normal,215000,0,0,0,0,3,1,2,5,3,0,6,1,1,1,5,,2,3
2438,60,RL,68.0,11214,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,930.0,GasA,Gd,Y,SBrkr,956,930,0,1886,0.0,0.0,2,1,4,1,Gd,10,Typ,1,1998.0,2.0,431.0,Y,89,0,0,0,0,0,0,7,2006,WD ,Normal,199900,0,0,0,0,3,1,2,5,3,6,6,1,1,1,5,,2,3
2439,60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,786.0,0.0,959.0,GasA,Ex,Y,SBrkr,959,712,0,1671,1.0,0.0,2,1,3,1,TA,7,Typ,1,2000.0,2.0,472.0,Y,0,38,0,0,0,0,0,2,2006,WD ,Normal,173000,0,0,0,0,3,1,2,5,3,2,6,1,1,1,5,,2,3
2440,60,RL,68.0,12104,Pave,IR1,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1035.0,GasA,Gd,Y,SBrkr,1082,1240,0,2322,0.0,0.0,3,1,4,1,Gd,8,Typ,0,2006.0,3.0,617.0,Y,400,45,0,0,0,0,0,8,2006,New,Partial,287602,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
2441,60,RL,66.0,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,0.0,0.0,975.0,GasA,Ex,Y,SBrkr,1005,1286,0,2291,0.0,0.0,2,1,4,1,Gd,8,Typ,1,1999.0,2.0,429.0,Y,192,0,0,0,0,0,0,2,2006,WD ,Normal,230000,0,0,0,0,1,1,2,5,3,6,6,1,3,1,5,,2,1
2442,60,RL,82.0,9452,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,Gd,TA,PConc,1074.0,0.0,1396.0,GasA,Ex,Y,SBrkr,1407,985,0,2392,1.0,0.0,2,1,3,1,Gd,7,Typ,1,1997.0,3.0,870.0,Y,0,70,0,0,0,0,0,6,2006,WD ,Normal,348000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
2443,60,RL,84.0,9660,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,Gd,TA,PConc,791.0,0.0,1044.0,GasA,Ex,Y,SBrkr,1079,897,0,1976,1.0,0.0,2,1,3,1,Gd,7,Typ,1,1998.0,3.0,885.0,Y,210,31,0,0,0,0,0,2,2006,WD ,Normal,286000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,0,,2,1
2444,60,RL,83.0,9545,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,Gd,TA,PConc,505.0,0.0,1160.0,GasA,Ex,Y,SBrkr,1205,1029,0,2234,1.0,0.0,2,1,3,1,Gd,7,Typ,1,2000.0,3.0,768.0,Y,0,50,0,0,0,0,0,6,2006,WD ,Normal,300000,0,0,0,0,1,1,2,5,2,2,6,1,3,1,5,,2,1
2445,60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,1387.0,0.0,1930.0,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1.0,0.0,3,1,4,1,Gd,10,Typ,1,1995.0,3.0,807.0,Y,361,76,0,0,0,0,0,7,2006,WD ,Normal,625000,0,0,0,0,1,1,0,5,1,2,6,1,1,1,5,,0,1
2446,60,RL,68.0,9233,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,877.0,Gd,TA,PConc,1182.0,0.0,1540.0,GasA,Ex,Y,SBrkr,1540,1315,0,2855,1.0,0.0,2,1,4,1,Ex,9,Typ,1,2000.0,3.0,774.0,Y,247,55,0,0,0,0,0,3,2006,WD ,Normal,405000,0,0,0,0,1,1,0,5,0,2,6,1,1,1,5,,0,1
2447,60,RL,78.0,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,956.0,0.0,1086.0,GasA,Ex,Y,SBrkr,1086,838,0,1924,1.0,0.0,2,1,3,1,Gd,7,Typ,1,1998.0,2.0,592.0,Y,208,75,0,0,374,0,0,6,2006,WD ,Normal,280000,0,0,0,0,1,1,2,5,0,2,6,1,1,1,5,,2,1
2448,60,RL,93.0,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,0.0,0.0,1141.0,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,Gd,10,Typ,1,1998.0,2.0,420.0,Y,144,123,0,0,0,0,0,7,2006,WD ,Abnorml,258000,0,0,0,0,1,1,2,5,3,6,6,1,3,1,5,,2,1
2449,60,RL,83.0,10019,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,527.0,0.0,1342.0,GasA,Ex,Y,SBrkr,1358,1368,0,2726,0.0,0.0,2,1,4,1,Gd,9,Typ,1,1995.0,3.0,725.0,Y,307,169,168,0,0,0,0,6,2006,WD ,Normal,350000,0,0,0,0,1,1,2,5,3,0,6,1,1,1,0,,2,1
2450,60,RL,114.0,17242,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,Gd,Gd,PConc,292.0,1393.0,1733.0,GasA,Ex,Y,SBrkr,1933,1567,0,3500,1.0,0.0,3,1,4,1,Ex,11,Typ,1,1993.0,3.0,959.0,Y,870,86,0,0,210,0,0,5,2006,WD ,Normal,584500,0,0,0,0,1,1,0,5,1,5,2,1,1,1,5,,0,1
2451,60,RL,68.0,10236,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501.0,Gd,TA,PConc,380.0,168.0,1290.0,GasA,Ex,Y,SBrkr,1305,1189,0,2494,1.0,0.0,2,1,4,1,Gd,9,Typ,1,1994.0,3.0,803.0,Y,200,95,0,0,0,0,0,6,2006,WD ,Normal,321000,0,0,1,0,1,1,2,5,1,2,1,1,1,1,5,,2,1
2452,60,RL,92.0,10120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,740.0,0.0,1165.0,GasA,Ex,Y,SBrkr,1203,1323,0,2526,1.0,0.0,2,1,4,1,Gd,8,Typ,1,1994.0,3.0,844.0,Y,309,78,0,0,0,0,0,12,2006,WD ,Normal,290000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
2453,60,RL,68.0,12585,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,Gd,TA,PConc,247.0,1039.0,1286.0,GasA,Ex,Y,SBrkr,1565,1234,0,2799,1.0,0.0,2,1,3,1,Gd,8,Typ,1,1993.0,3.0,704.0,Y,432,136,0,0,0,0,0,10,2006,WD ,Normal,315000,0,0,0,0,1,1,2,5,3,3,2,1,1,1,5,,2,1
2454,60,RL,75.0,12447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,Gd,TA,PConc,0.0,0.0,1100.0,GasA,Ex,Y,SBrkr,1116,848,0,1964,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2005.0,2.0,760.0,Y,200,70,0,0,0,0,0,1,2006,New,Partial,252000,0,0,0,0,4,1,2,2,3,6,6,1,3,1,2,,2,4
2456,20,RL,49.0,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,1721.0,0.0,2077.0,GasA,Ex,Y,SBrkr,2097,0,0,2097,1.0,0.0,1,1,1,1,Ex,8,Typ,1,2005.0,3.0,1134.0,Y,192,267,0,0,0,0,0,1,2006,New,Partial,423000,0,0,0,0,3,1,0,5,2,2,6,1,1,1,0,,0,3
2457,20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,1220.0,0.0,1660.0,GasA,Ex,Y,SBrkr,1660,0,0,1660,1.0,0.0,2,0,3,1,Gd,8,Typ,1,2006.0,2.0,500.0,Y,322,50,0,0,0,0,0,5,2006,New,Partial,290000,0,0,0,0,4,1,0,5,2,2,6,1,1,1,2,,0,4
2458,20,RL,73.0,8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,0.0,0.0,1616.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,Gd,7,Typ,0,2005.0,3.0,834.0,Y,208,59,0,0,0,0,0,4,2006,WD ,Normal,232000,0,0,0,0,1,1,2,5,0,6,6,1,1,0,3,,2,1
2459,20,RL,85.0,10936,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,Gd,TA,PConc,0.0,0.0,1504.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,0.0,0.0,2,0,3,1,Gd,7,Typ,0,2006.0,2.0,510.0,Y,144,0,0,0,0,0,0,9,2006,New,Partial,199000,0,0,0,0,1,1,2,5,3,6,6,1,1,0,3,,2,1
2460,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,24.0,0.0,1278.0,GasA,Ex,Y,SBrkr,1278,0,0,1278,0.0,0.0,2,0,2,1,Gd,5,Typ,0,2006.0,2.0,584.0,Y,0,60,0,0,0,0,0,10,2006,New,Partial,198600,0,0,0,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
2461,60,FV,100.0,13162,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,1836.0,0.0,2036.0,GasA,Ex,Y,SBrkr,2036,604,0,2640,1.0,0.0,3,1,3,1,Ex,11,Typ,1,2006.0,3.0,792.0,Y,0,265,0,0,0,0,0,11,2006,New,Partial,405749,0,0,0,0,3,1,0,5,3,2,6,1,1,1,2,,0,3
2462,20,FV,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1489.0,GasA,Ex,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,Gd,7,Typ,1,2006.0,2.0,776.0,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600,0,0,0,0,3,1,2,2,3,6,6,1,1,1,2,,2,3
2463,60,FV,84.0,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1095.0,GasA,Gd,Y,SBrkr,1095,844,0,1939,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2006.0,3.0,1053.0,Y,192,51,0,0,0,0,0,8,2006,New,Partial,266000,0,0,0,0,3,1,2,5,2,6,6,1,1,1,2,,2,3
2464,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,756.0,GasA,Ex,Y,SBrkr,756,797,0,1553,0.0,0.0,2,1,3,1,Gd,6,Typ,0,2005.0,2.0,615.0,Y,0,45,0,0,0,0,0,3,2006,New,Partial,186500,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
2465,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,858.0,GasA,Ex,Y,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2005.0,2.0,615.0,Y,0,53,0,0,0,0,0,2,2006,WD ,Normal,200825,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
2466,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,770.0,GasA,Ex,Y,SBrkr,778,798,0,1576,0.0,0.0,2,1,3,1,Gd,6,Typ,0,2006.0,2.0,614.0,Y,0,50,0,0,0,0,0,8,2006,New,Partial,197000,0,0,0,0,3,1,2,2,3,6,6,1,1,0,3,,2,3
2467,20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,905.0,0.0,1262.0,GasA,Gd,Y,SBrkr,1262,0,0,1262,0.0,0.0,2,0,2,1,Gd,5,Typ,0,2006.0,2.0,572.0,Y,0,120,0,0,0,0,0,5,2006,New,Partial,185000,1,0,0,0,4,1,2,5,3,2,6,1,1,0,3,,2,4
2468,20,FV,62.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1257.0,GasA,Ex,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,3,1,Gd,6,Typ,1,2005.0,2.0,453.0,Y,38,144,0,0,0,0,0,4,2006,WD ,Normal,176000,1,0,0,0,3,1,2,5,3,6,6,1,1,1,5,,2,3
2469,20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1293.0,GasA,Ex,Y,SBrkr,1301,0,0,1301,1.0,0.0,2,0,2,1,Gd,5,Typ,1,2006.0,2.0,572.0,Y,216,121,0,0,0,0,0,8,2006,New,Partial,187750,1,0,0,0,3,1,2,2,3,6,6,1,1,1,2,,2,3
2470,20,RL,74.0,7733,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,24.0,0.0,1142.0,GasA,Ex,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,1,3,1,Gd,5,Typ,0,0.0,0.0,0.0,Y,4,50,0,0,0,0,0,1,2006,WD ,Normal,139500,0,0,0,0,3,1,5,5,2,2,6,0,6,0,3,,5,3
2471,20,RL,91.0,11024,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,0.0,0.0,1400.0,GasA,Ex,Y,SBrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2005.0,2.0,612.0,Y,144,55,0,0,0,0,0,10,2006,New,Partial,186800,0,0,0,0,1,1,2,5,0,6,6,1,1,0,3,,2,1
2472,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,1131.0,GasA,Ex,Y,SBrkr,1131,0,0,1131,0.0,0.0,1,1,3,1,Gd,6,Typ,0,0.0,0.0,0.0,Y,0,39,0,0,0,0,0,3,2006,New,Partial,132000,0,0,0,0,3,1,2,5,3,6,6,0,6,0,3,,2,3
2473,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1141.0,GasA,Ex,Y,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,TA,6,Typ,0,2005.0,2.0,484.0,Y,0,0,0,0,0,0,0,3,2006,WD ,Abnorml,142500,0,0,0,0,3,1,2,5,3,6,6,1,5,0,3,,2,3
2474,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,941.0,0.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,2006.0,2.0,576.0,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000,0,0,0,0,3,1,2,5,3,0,6,1,5,0,3,,2,3
2475,60,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,0.0,0.0,891.0,GasA,Ex,Y,SBrkr,891,795,0,1686,0.0,0.0,2,1,3,1,Gd,8,Typ,0,2005.0,2.0,462.0,Y,144,101,0,0,0,0,0,4,2006,WD ,Normal,184000,0,0,0,0,1,1,2,5,3,6,6,1,1,0,3,,2,1
2476,60,RL,74.0,7632,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,0.0,0.0,784.0,GasA,Ex,Y,SBrkr,831,754,0,1585,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2005.0,2.0,449.0,Y,100,77,0,0,0,0,0,3,2006,WD ,Normal,184900,0,0,0,0,1,1,2,5,3,6,6,1,1,0,3,,2,1
2477,60,RL,70.0,8304,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,941.0,GasA,Ex,Y,SBrkr,941,896,0,1837,0.0,0.0,2,1,3,1,TA,7,Typ,0,1997.0,2.0,688.0,Y,150,165,0,0,0,0,0,7,2006,WD ,Normal,187000,0,0,1,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
2478,60,RL,65.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,387.0,0.0,761.0,GasA,Ex,Y,SBrkr,810,793,0,1603,0.0,0.0,2,1,3,1,Gd,7,Typ,0,1992.0,2.0,484.0,Y,0,124,0,0,0,0,0,7,2006,WD ,Normal,175900,0,0,0,0,3,1,2,5,3,0,6,1,1,0,3,,2,3
2479,60,RL,70.0,9370,Pave,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,758.0,0.0,836.0,GasA,Ex,Y,SBrkr,844,887,0,1731,1.0,0.0,2,1,3,1,Gd,7,Typ,0,1992.0,2.0,462.0,Y,307,85,0,0,224,0,3000,10,2006,WD ,Family,248500,0,0,0,1,3,1,2,5,3,0,6,1,1,0,3,,2,3
2480,120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,904.0,0.0,1398.0,GasA,Gd,Y,SBrkr,1398,0,0,1398,1.0,0.0,2,0,2,1,Gd,5,Typ,0,1990.0,2.0,542.0,Y,0,46,0,0,0,0,0,7,2006,WD ,Normal,172000,0,0,1,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
2481,120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,278.0,0.0,1217.0,GasA,Gd,Y,SBrkr,1217,0,0,1217,0.0,0.0,2,0,2,1,Gd,5,Typ,0,1991.0,2.0,484.0,Y,0,64,0,0,0,0,0,6,2006,WD ,Normal,151000,0,0,0,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
